주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48962361,126.9260862
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48767029,126.9313598
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.4884613,126.930543
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48953571,126.9265709
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48904612,126.9292571
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48717617,126.9324736
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48900089,126.9293588
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48792604,126.9307967
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48704645,126.9327587
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48855776,126.9303395
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48748023,126.9327456
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48958799,126.9263046
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48879434,126.9298008
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48959749,126.9262478
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48961411,126.9261475
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48891161,126.9295578
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.4873458,126.9330511
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48783229,126.9310132
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48745665,126.9327965
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48775652,126.9311671
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48702428,126.9328079
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48875039,126.9298996
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48908779,126.9291688
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48853367,126.9303904
1163833,봉천복개3 공영주차장(시),관악구 신림동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:09,N,무료,Y,유료,162000,1.16201E+12,220,5,220,5,0,0,0,0,,37.48839206,126.9306914
